n_neighbors,algorithm,cv,dataset,score
12,auto,4,iris_data,0.9598150782361308
13,auto,4,iris_data,0.9665718349928876
14,auto,4,iris_data,0.9665718349928876
15,auto,4,iris_data,0.9665718349928876
16,auto,4,iris_data,0.9731507823613088
17,auto,4,iris_data,0.9599928876244666
18,auto,4,iris_data,0.9665718349928876
19,auto,4,iris_data,0.9599928876244666
20,auto,4,iris_data,0.9731507823613088
21,auto,4,iris_data,0.9665718349928876
22,auto,4,iris_data,0.9534139402560455
23,auto,4,iris_data,0.9599928876244666
24,auto,4,iris_data,0.9532361308677098
25,auto,4,iris_data,0.9532361308677098
26,auto,4,iris_data,0.9530583214793742
27,auto,4,iris_data,0.946479374110953
28,auto,4,iris_data,0.9530583214793742
29,auto,4,iris_data,0.9532361308677098
30,auto,4,iris_data,0.9532361308677098
31,auto,4,iris_data,0.9532361308677098
32,auto,4,iris_data,0.9532361308677098
33,auto,4,iris_data,0.9599928876244666
34,auto,4,iris_data,0.9534139402560455
35,auto,4,iris_data,0.9599928876244666
36,auto,4,iris_data,0.9534139402560455
37,auto,4,iris_data,0.9400782361308677
38,auto,4,iris_data,0.9402560455192035
39,auto,4,iris_data,0.9334992887624467
40,auto,4,iris_data,0.9402560455192035
41,auto,4,iris_data,0.9402560455192035
42,auto,4,iris_data,0.9199857752489331
43,auto,4,iris_data,0.9199857752489331
44,auto,4,iris_data,0.9134068278805121
45,auto,4,iris_data,0.9134068278805121
46,auto,4,iris_data,0.9134068278805121
47,auto,4,iris_data,0.9066500711237553
48,auto,4,iris_data,0.8933143669985776
49,auto,4,iris_data,0.9066500711237553
3,ball_tree,4,iris_data,0.9599928876244666
4,ball_tree,4,iris_data,0.9532361308677098
5,ball_tree,4,iris_data,0.9667496443812233
6,ball_tree,4,iris_data,0.9530583214793742
7,ball_tree,4,iris_data,0.9665718349928876
8,ball_tree,4,iris_data,0.9596372688477952
9,ball_tree,4,iris_data,0.9532361308677098
10,ball_tree,4,iris_data,0.9665718349928876
11,ball_tree,4,iris_data,0.9599928876244666
12,ball_tree,4,iris_data,0.9598150782361308
13,ball_tree,4,iris_data,0.9665718349928876
14,ball_tree,4,iris_data,0.9665718349928876
15,ball_tree,4,iris_data,0.9665718349928876
16,ball_tree,4,iris_data,0.9731507823613088
17,ball_tree,4,iris_data,0.9599928876244666
18,ball_tree,4,iris_data,0.9665718349928876
19,ball_tree,4,iris_data,0.9599928876244666
20,ball_tree,4,iris_data,0.9731507823613088
21,ball_tree,4,iris_data,0.9665718349928876
22,ball_tree,4,iris_data,0.9534139402560455
23,ball_tree,4,iris_data,0.9599928876244666
24,ball_tree,4,iris_data,0.9532361308677098
25,ball_tree,4,iris_data,0.9532361308677098
26,ball_tree,4,iris_data,0.9530583214793742
27,ball_tree,4,iris_data,0.946479374110953
28,ball_tree,4,iris_data,0.9530583214793742
29,ball_tree,4,iris_data,0.9532361308677098
30,ball_tree,4,iris_data,0.9532361308677098
31,ball_tree,4,iris_data,0.9532361308677098
32,ball_tree,4,iris_data,0.9532361308677098
33,ball_tree,4,iris_data,0.9599928876244666
34,ball_tree,4,iris_data,0.9534139402560455
35,ball_tree,4,iris_data,0.9599928876244666
36,ball_tree,4,iris_data,0.9534139402560455
37,ball_tree,4,iris_data,0.9400782361308677
38,ball_tree,4,iris_data,0.9402560455192035
39,ball_tree,4,iris_data,0.9334992887624467
40,ball_tree,4,iris_data,0.9402560455192035
41,ball_tree,4,iris_data,0.9402560455192035
42,ball_tree,4,iris_data,0.9199857752489331
43,ball_tree,4,iris_data,0.9199857752489331
44,ball_tree,4,iris_data,0.9134068278805121
45,ball_tree,4,iris_data,0.9134068278805121
46,ball_tree,4,iris_data,0.9134068278805121
47,ball_tree,4,iris_data,0.9066500711237553
48,ball_tree,4,iris_data,0.8933143669985776
49,ball_tree,4,iris_data,0.9066500711237553
3,kd_tree,4,iris_data,0.9599928876244666
4,kd_tree,4,iris_data,0.9532361308677098
5,kd_tree,4,iris_data,0.9667496443812233
6,kd_tree,4,iris_data,0.9530583214793742
7,kd_tree,4,iris_data,0.9665718349928876
8,kd_tree,4,iris_data,0.9596372688477952
9,kd_tree,4,iris_data,0.9532361308677098
10,kd_tree,4,iris_data,0.9665718349928876
11,kd_tree,4,iris_data,0.9599928876244666
12,kd_tree,4,iris_data,0.9598150782361308
13,kd_tree,4,iris_data,0.9665718349928876
14,kd_tree,4,iris_data,0.9665718349928876
15,kd_tree,4,iris_data,0.9665718349928876
16,kd_tree,4,iris_data,0.9731507823613088
17,kd_tree,4,iris_data,0.9599928876244666
18,kd_tree,4,iris_data,0.9665718349928876
19,kd_tree,4,iris_data,0.9599928876244666
20,kd_tree,4,iris_data,0.9731507823613088
21,kd_tree,4,iris_data,0.9665718349928876
22,kd_tree,4,iris_data,0.9534139402560455
23,kd_tree,4,iris_data,0.9599928876244666
24,kd_tree,4,iris_data,0.9532361308677098
25,kd_tree,4,iris_data,0.9532361308677098
26,kd_tree,4,iris_data,0.9530583214793742
27,kd_tree,4,iris_data,0.946479374110953
28,kd_tree,4,iris_data,0.9530583214793742
29,kd_tree,4,iris_data,0.9532361308677098
30,kd_tree,4,iris_data,0.9532361308677098
31,kd_tree,4,iris_data,0.9532361308677098
32,kd_tree,4,iris_data,0.9532361308677098
33,kd_tree,4,iris_data,0.9599928876244666
34,kd_tree,4,iris_data,0.9534139402560455
35,kd_tree,4,iris_data,0.9599928876244666
36,kd_tree,4,iris_data,0.9534139402560455
37,kd_tree,4,iris_data,0.9400782361308677
38,kd_tree,4,iris_data,0.9402560455192035
39,kd_tree,4,iris_data,0.9334992887624467
40,kd_tree,4,iris_data,0.9402560455192035
41,kd_tree,4,iris_data,0.9402560455192035
42,kd_tree,4,iris_data,0.9199857752489331
43,kd_tree,4,iris_data,0.9199857752489331
44,kd_tree,4,iris_data,0.9134068278805121
45,kd_tree,4,iris_data,0.9134068278805121
46,kd_tree,4,iris_data,0.9134068278805121
47,kd_tree,4,iris_data,0.9066500711237553
48,kd_tree,4,iris_data,0.8933143669985776
49,kd_tree,4,iris_data,0.9066500711237553
3,brute,4,iris_data,0.9599928876244666
4,brute,4,iris_data,0.9464793741109531
5,brute,4,iris_data,0.9599928876244666
6,brute,4,iris_data,0.959815078236131
7,brute,4,iris_data,0.9665718349928876
8,brute,4,iris_data,0.9596372688477952
9,brute,4,iris_data,0.959815078236131
10,brute,4,iris_data,0.9665718349928876
11,brute,4,iris_data,0.9599928876244666
12,brute,4,iris_data,0.9665718349928876
13,brute,4,iris_data,0.9665718349928876
14,brute,4,iris_data,0.9665718349928876
15,brute,4,iris_data,0.9665718349928876
16,brute,4,iris_data,0.9731507823613088
17,brute,4,iris_data,0.9599928876244666
18,brute,4,iris_data,0.9665718349928876
19,brute,4,iris_data,0.9599928876244666
20,brute,4,iris_data,0.9731507823613088
21,brute,4,iris_data,0.9665718349928876
22,brute,4,iris_data,0.9534139402560455
23,brute,4,iris_data,0.9599928876244666
24,brute,4,iris_data,0.9532361308677098
25,brute,4,iris_data,0.9532361308677098
26,brute,4,iris_data,0.9530583214793742
27,brute,4,iris_data,0.946479374110953
28,brute,4,iris_data,0.9530583214793742
29,brute,4,iris_data,0.946479374110953
30,brute,4,iris_data,0.9532361308677098
31,brute,4,iris_data,0.9532361308677098
32,brute,4,iris_data,0.9532361308677098
33,brute,4,iris_data,0.9599928876244666
34,brute,4,iris_data,0.9534139402560455
35,brute,4,iris_data,0.9599928876244666
36,brute,4,iris_data,0.9534139402560455
37,brute,4,iris_data,0.9400782361308677
38,brute,4,iris_data,0.9402560455192035
39,brute,4,iris_data,0.9334992887624467
40,brute,4,iris_data,0.9402560455192035
41,brute,4,iris_data,0.9402560455192035
42,brute,4,iris_data,0.9199857752489331
43,brute,4,iris_data,0.9199857752489331
44,brute,4,iris_data,0.9134068278805121
45,brute,4,iris_data,0.9199857752489331
46,brute,4,iris_data,0.9134068278805121
47,brute,4,iris_data,0.9066500711237553
48,brute,4,iris_data,0.8933143669985776
49,brute,4,iris_data,0.9066500711237553
3,auto,5,iris_data,0.9666666666666668
4,auto,5,iris_data,0.9733333333333334
5,auto,5,iris_data,0.9733333333333334
6,auto,5,iris_data,0.9800000000000001
7,auto,5,iris_data,0.9800000000000001
8,auto,5,iris_data,0.9666666666666668
9,auto,5,iris_data,0.9733333333333334
10,auto,5,iris_data,0.9800000000000001
11,auto,5,iris_data,0.9800000000000001
12,auto,5,iris_data,0.9800000000000001
13,auto,5,iris_data,0.9733333333333334
14,auto,5,iris_data,0.9666666666666666
15,auto,5,iris_data,0.9666666666666668
16,auto,5,iris_data,0.9666666666666668
17,auto,5,iris_data,0.9666666666666668
18,auto,5,iris_data,0.9666666666666666
19,auto,5,iris_data,0.9666666666666668
20,auto,5,iris_data,0.96
21,auto,5,iris_data,0.9666666666666668
22,auto,5,iris_data,0.96
23,auto,5,iris_data,0.96
24,auto,5,iris_data,0.9466666666666667
25,auto,5,iris_data,0.96
26,auto,5,iris_data,0.9466666666666665
27,auto,5,iris_data,0.9466666666666667
28,auto,5,iris_data,0.9399999999999998
29,auto,5,iris_data,0.9333333333333332
30,auto,5,iris_data,0.9399999999999998
31,auto,5,iris_data,0.9333333333333332
32,auto,5,iris_data,0.9466666666666665
33,auto,5,iris_data,0.9399999999999998
34,auto,5,iris_data,0.9533333333333334
35,auto,5,iris_data,0.9533333333333334
36,auto,5,iris_data,0.9533333333333334
37,auto,5,iris_data,0.9466666666666667
38,auto,5,iris_data,0.9333333333333333
39,auto,5,iris_data,0.9400000000000001
40,auto,5,iris_data,0.9266666666666667
41,auto,5,iris_data,0.9400000000000001
42,auto,5,iris_data,0.9400000000000001
43,auto,5,iris_data,0.9400000000000001
44,auto,5,iris_data,0.9266666666666667
45,auto,5,iris_data,0.9400000000000001
46,auto,5,iris_data,0.9333333333333333
47,auto,5,iris_data,0.9266666666666667
48,auto,5,iris_data,0.9266666666666667
49,auto,5,iris_data,0.9400000000000001
3,ball_tree,5,iris_data,0.9666666666666668
4,ball_tree,5,iris_data,0.9733333333333334
5,ball_tree,5,iris_data,0.9733333333333334
6,ball_tree,5,iris_data,0.9800000000000001
7,ball_tree,5,iris_data,0.9800000000000001
8,ball_tree,5,iris_data,0.9666666666666668
9,ball_tree,5,iris_data,0.9733333333333334
10,ball_tree,5,iris_data,0.9800000000000001
11,ball_tree,5,iris_data,0.9800000000000001
12,ball_tree,5,iris_data,0.9800000000000001
13,ball_tree,5,iris_data,0.9733333333333334
14,ball_tree,5,iris_data,0.9666666666666666
15,ball_tree,5,iris_data,0.9666666666666668
16,ball_tree,5,iris_data,0.9666666666666668
17,ball_tree,5,iris_data,0.9666666666666668
18,ball_tree,5,iris_data,0.9666666666666666
19,ball_tree,5,iris_data,0.9666666666666668
20,ball_tree,5,iris_data,0.96
21,ball_tree,5,iris_data,0.9666666666666668
22,ball_tree,5,iris_data,0.96
23,ball_tree,5,iris_data,0.96
24,ball_tree,5,iris_data,0.9466666666666667
25,ball_tree,5,iris_data,0.96
26,ball_tree,5,iris_data,0.9466666666666665
27,ball_tree,5,iris_data,0.9466666666666667
28,ball_tree,5,iris_data,0.9399999999999998
29,ball_tree,5,iris_data,0.9333333333333332
30,ball_tree,5,iris_data,0.9399999999999998
31,ball_tree,5,iris_data,0.9333333333333332
32,ball_tree,5,iris_data,0.9466666666666665
33,ball_tree,5,iris_data,0.9399999999999998
34,ball_tree,5,iris_data,0.9533333333333334
35,ball_tree,5,iris_data,0.9533333333333334
36,ball_tree,5,iris_data,0.9533333333333334
37,ball_tree,5,iris_data,0.9466666666666667
38,ball_tree,5,iris_data,0.9333333333333333
39,ball_tree,5,iris_data,0.9400000000000001
40,ball_tree,5,iris_data,0.9266666666666667
41,ball_tree,5,iris_data,0.9400000000000001
42,ball_tree,5,iris_data,0.9400000000000001
43,ball_tree,5,iris_data,0.9400000000000001
44,ball_tree,5,iris_data,0.9266666666666667
45,ball_tree,5,iris_data,0.9400000000000001
46,ball_tree,5,iris_data,0.9333333333333333
47,ball_tree,5,iris_data,0.9266666666666667
48,ball_tree,5,iris_data,0.9266666666666667
49,ball_tree,5,iris_data,0.9400000000000001
3,kd_tree,5,iris_data,0.9666666666666668
4,kd_tree,5,iris_data,0.9733333333333334
5,kd_tree,5,iris_data,0.9733333333333334
6,kd_tree,5,iris_data,0.9800000000000001
7,kd_tree,5,iris_data,0.9800000000000001
8,kd_tree,5,iris_data,0.9666666666666668
9,kd_tree,5,iris_data,0.9733333333333334
10,kd_tree,5,iris_data,0.9800000000000001
11,kd_tree,5,iris_data,0.9800000000000001
12,kd_tree,5,iris_data,0.9800000000000001
13,kd_tree,5,iris_data,0.9733333333333334
14,kd_tree,5,iris_data,0.9666666666666666
15,kd_tree,5,iris_data,0.9666666666666668
16,kd_tree,5,iris_data,0.9666666666666668
17,kd_tree,5,iris_data,0.9666666666666668
18,kd_tree,5,iris_data,0.9666666666666666
19,kd_tree,5,iris_data,0.9666666666666668
20,kd_tree,5,iris_data,0.96
21,kd_tree,5,iris_data,0.9666666666666668
22,kd_tree,5,iris_data,0.96
23,kd_tree,5,iris_data,0.96
24,kd_tree,5,iris_data,0.9466666666666667
25,kd_tree,5,iris_data,0.96
26,kd_tree,5,iris_data,0.9466666666666665
27,kd_tree,5,iris_data,0.9466666666666667
28,kd_tree,5,iris_data,0.9399999999999998
29,kd_tree,5,iris_data,0.9333333333333332
30,kd_tree,5,iris_data,0.9399999999999998
31,kd_tree,5,iris_data,0.9333333333333332
32,kd_tree,5,iris_data,0.9466666666666665
33,kd_tree,5,iris_data,0.9399999999999998
34,kd_tree,5,iris_data,0.9533333333333334
35,kd_tree,5,iris_data,0.9533333333333334
36,kd_tree,5,iris_data,0.9533333333333334
37,kd_tree,5,iris_data,0.9466666666666667
38,kd_tree,5,iris_data,0.9333333333333333
39,kd_tree,5,iris_data,0.9400000000000001
40,kd_tree,5,iris_data,0.9266666666666667
41,kd_tree,5,iris_data,0.9400000000000001
42,kd_tree,5,iris_data,0.9400000000000001
43,kd_tree,5,iris_data,0.9400000000000001
44,kd_tree,5,iris_data,0.9266666666666667
45,kd_tree,5,iris_data,0.9400000000000001
46,kd_tree,5,iris_data,0.9333333333333333
47,kd_tree,5,iris_data,0.9266666666666667
48,kd_tree,5,iris_data,0.9266666666666667
49,kd_tree,5,iris_data,0.9400000000000001
3,brute,5,iris_data,0.9666666666666668
4,brute,5,iris_data,0.9666666666666668
5,brute,5,iris_data,0.9733333333333334
6,brute,5,iris_data,0.9733333333333334
7,brute,5,iris_data,0.9800000000000001
8,brute,5,iris_data,0.9666666666666668
9,brute,5,iris_data,0.9800000000000001
10,brute,5,iris_data,0.9866666666666667
11,brute,5,iris_data,0.9800000000000001
12,brute,5,iris_data,0.9800000000000001
13,brute,5,iris_data,0.9733333333333334
14,brute,5,iris_data,0.9666666666666666
15,brute,5,iris_data,0.9666666666666668
16,brute,5,iris_data,0.96
17,brute,5,iris_data,0.9666666666666668
18,brute,5,iris_data,0.9666666666666666
19,brute,5,iris_data,0.9666666666666668
20,brute,5,iris_data,0.96
21,brute,5,iris_data,0.9666666666666668
22,brute,5,iris_data,0.96
23,brute,5,iris_data,0.96
24,brute,5,iris_data,0.9466666666666667
25,brute,5,iris_data,0.96
26,brute,5,iris_data,0.9466666666666665
27,brute,5,iris_data,0.9466666666666667
28,brute,5,iris_data,0.9399999999999998
29,brute,5,iris_data,0.9333333333333332
30,brute,5,iris_data,0.9399999999999998
31,brute,5,iris_data,0.9333333333333332
32,brute,5,iris_data,0.9466666666666665
33,brute,5,iris_data,0.9399999999999998
34,brute,5,iris_data,0.9533333333333334
35,brute,5,iris_data,0.9533333333333334
36,brute,5,iris_data,0.9533333333333334
37,brute,5,iris_data,0.9466666666666667
38,brute,5,iris_data,0.9333333333333333
39,brute,5,iris_data,0.9400000000000001
40,brute,5,iris_data,0.9333333333333333
41,brute,5,iris_data,0.9400000000000001
42,brute,5,iris_data,0.9333333333333333
43,brute,5,iris_data,0.9400000000000001
44,brute,5,iris_data,0.9266666666666667
45,brute,5,iris_data,0.9400000000000001
46,brute,5,iris_data,0.9333333333333333
47,brute,5,iris_data,0.9266666666666667
48,brute,5,iris_data,0.9200000000000002
49,brute,5,iris_data,0.9400000000000001
